,Area_Code,GP_Name,Area_Type,Time_Period,Deprivation_Score_IMD_2019,GP_Rank,Percentile_Rank,decile,report_period_end,practice_name,practice_code,region_code,Pat_Appts_Use,Pat_Presc_Use,Total_Use,patient_list_size,Pat_Presc_Use_per_1000,Pat_Appts_Use_per_1000
118,N85017,CAVENDISH MEDICAL CENTRE,GP,2019,51.9870280426248,126.0,0.9820916905444126,10% most deprived,2021-09-30,CAVENDISH MEDICAL CENTRE,N85017,Y62,0.0,528.0,8213.0,5390.0,97.96,0.0
119,P84014,RK MEDICAL PRACTICE,GP,2019,51.96421484375,127.0,0.9819484240687679,10% most deprived,2021-09-30,RK MEDICAL PRACTICE,P84014,Y62,120.0,208.0,6920.0,5166.0,40.26,23.23
120,M85154,FINCH ROAD PRIMARY CARE CENTRE,GP,2019,51.9362235349716,128.0,0.9818051575931233,10% most deprived,2021-09-30,FINCH ROAD PRIMARY CARE CENTRE,M85154,Y60,29.0,137.0,4115.0,4373.0,31.33,6.63
121,L81094,THE MERRYWOOD PRACTICE,GP,2019,51.9320025110783,129.0,0.9816618911174785,10% most deprived,2021-09-30,THE MERRYWOOD PRACTICE,L81094,Y58,0.0,667.0,14772.0,6938.0,96.14,0.0
122,A81049,KINGS MEDICAL CENTRE,GP,2019,51.9002698838248,130.0,0.9815186246418338,10% most deprived,2021-09-30,KINGS MEDICAL CENTRE,A81049,Y63,8.0,666.0,1667.0,6731.0,98.95,1.19
123,M85746,MIRFIELD SURGERY,GP,2019,51.8758120135364,131.0,0.9813753581661891,10% most deprived,2021-09-30,MIRFIELD SURGERY,M85746,Y60,0.0,239.0,9312.0,5854.0,40.83,0.0
124,N85019,WHETSTONE LANE MED CTR,GP,2019,51.8414263710618,132.0,0.9812320916905444,10% most deprived,2021-09-30,WHETSTONE LANE MED CTR,N85019,Y62,0.0,978.0,19983.0,8421.0,116.14,0.0
125,A86037,ELSWICK FAMILY PRACTICE,GP,2019,51.8074785939612,133.0,0.9810888252148997,10% most deprived,2021-09-30,ELSWICK FAMILY PRACTICE,A86037,Y63,0.0,278.0,1442.0,6669.0,41.69,0.0
126,A86011,WALKER MEDICAL GROUP,GP,2019,51.6543894851737,137.0,0.9805157593123209,10% most deprived,2021-09-30,WALKER MEDICAL GROUP,A86011,Y63,203.0,466.0,2354.0,10856.0,42.93,18.7
127,C88077,THE HEALTH CARE SURGERY,GP,2019,51.6374630357845,138.0,0.9803724928366763,10% most deprived,2021-09-30,GREEN CROSS GROUP PRACTICE,C88077,Y63,939.0,823.0,2813.0,7625.0,107.93,123.15
128,P84047,DROYLSDEN RD FAMILY PRACTICE,GP,2019,51.6349630979499,139.0,0.9802292263610315,10% most deprived,2021-09-30,DROYLSDEN RD FAMILY PRACTICE,P84047,Y62,0.0,154.0,7103.0,5975.0,25.77,0.0
129,M85732,BLOOMSBURY SURGERY,GP,2019,51.5686937086093,140.0,0.9800859598853868,10% most deprived,2021-09-30,BLOOMSBURY SURGERY,M85732,Y60,0.0,48.0,1524.0,1864.0,25.75,0.0
130,N82678,STOPGATE,GP,2019,51.4865859538784,141.0,0.9799426934097422,10% most deprived,2021-09-30,STOPGATE LANE MEDICAL CTR,N82678,Y62,0.0,394.0,5263.0,3117.0,126.4,0.0
131,N82109,SPEKE HC - DR THAKUR,GP,2019,51.4660609073959,142.0,0.9797994269340974,10% most deprived,2021-09-30,SPEKE HC - DR THAKUR,N82109,Y62,0.0,510.0,6948.0,4590.0,111.11,0.0
132,M85680,COTTERILS LANE SURGERY,GP,2019,51.4603115514334,143.0,0.9796561604584527,10% most deprived,2021-09-30,COTTERILS LANE SURGERY,M85680,Y60,5.0,1.0,612.0,2185.0,0.46,2.29
133,M85697,CHURCH ROAD SURGERY,GP,2019,51.4564627730718,144.0,0.979512893982808,10% most deprived,2021-09-30,CHURCH ROAD SURGERY,M85697,Y60,0.0,75.0,2666.0,4526.0,16.57,0.0
134,C88035,FIRTH PARK SURGERY,GP,2019,51.4336946784263,145.0,0.9793696275071633,10% most deprived,2021-09-30,FIRTH PARK SURGERY,C88035,Y63,99.0,501.0,10978.0,9934.0,50.43,9.97
135,B83657,BEVAN HEALTHCARE CIC,GP,2019,51.3786554689062,146.0,0.9792263610315186,10% most deprived,2021-09-30,BEVAN HEALTHCARE CIC,B83657,Y63,31.0,13.0,143.0,6013.0,2.16,5.16
136,M85013,CHURCH LANE - KHAN,GP,2019,51.378609728823,147.0,0.979083094555874,10% most deprived,2021-09-30,CHURCH LANE - KHAN,M85013,Y60,0.0,72.0,526.0,3415.0,21.08,0.0
137,B86012,LEEDS CITY MEDICAL PRACTICE,GP,2019,51.3306904428087,148.0,0.9789398280802293,10% most deprived,2021-09-30,LEEDS CITY MEDICAL PRACTICE,B86012,Y63,105.0,1677.0,5197.0,18239.0,91.95,5.76
138,M85053,THE ST.CLEMENTS SURGERY,GP,2019,51.3181980830671,149.0,0.9787965616045845,10% most deprived,2021-09-30,THE ST.CLEMENTS SURGERY,M85053,Y60,0.0,96.0,3352.0,6169.0,15.56,0.0
139,N83015,BLUEBELL LANE SURGERY,GP,2019,51.2888279800143,150.0,0.9786532951289398,10% most deprived,2021-09-30,BLUEBELL LANE SURGERY,N83015,Y62,0.0,554.0,11988.0,4667.0,118.71,0.0
140,M85699,COVENTRY ROAD MEDICAL CENTRE,GP,2019,51.2450495068652,151.0,0.9785100286532952,10% most deprived,2021-09-30,COVENTRY ROAD MEDICAL CENTRE,M85699,Y60,0.0,16.0,3802.0,5469.0,2.93,0.0
141,B86096,ARTHINGTON MEDICAL CENTRE,GP,2019,51.1331347956837,153.0,0.9782234957020057,10% most deprived,2021-09-30,ARTHINGTON MEDICAL CENTRE,B86096,Y63,1.0,819.0,1615.0,5491.0,149.15,0.18
142,M85136,DRUIDS HEATH SURGERY,GP,2019,51.0932478957916,154.0,0.9780802292263611,10% most deprived,2021-09-30,DRUIDS HEATH SURGERY,M85136,Y60,145.0,397.0,14663.0,11091.0,35.79,13.07
143,M85079,EDEN COURT MEDICAL PRACTICE,GP,2019,51.0479321450522,155.0,0.9779369627507163,10% most deprived,2021-09-30,EDEN COURT MEDICAL PRACTICE,M85079,Y60,28.0,1116.0,5900.0,9071.0,123.03,3.09
144,Y02627,HARDEN BLAKENALL,GP,2019,51.0436066589237,156.0,0.9777936962750716,10% most deprived,2021-09-30,HARDEN BLAKENALL,Y02627,Y60,0.0,566.0,29452.0,12565.0,45.05,0.0
145,A81019,CROSSFELL HEALTH CENTRE,GP,2019,51.0359636499307,157.0,0.977650429799427,10% most deprived,2021-09-30,CROSSFELL HEALTH CENTRE,A81019,Y63,23.0,1408.0,2189.0,9036.0,155.82,2.55
146,B86054,THE GARDEN SURGERY,GP,2019,50.9936498545102,158.0,0.9775071633237822,10% most deprived,2021-09-30,THE GARDEN SURGERY,B86054,Y63,190.0,314.0,2071.0,6232.0,50.39,30.49
147,Y02875,LINDLEY HOUSE HEALTH CENTRE,GP,2019,50.9535170357751,159.0,0.9773638968481375,10% most deprived,2021-09-30,LINDLEY HOUSE HEALTH CENTRE,Y02875,Y62,0.0,78.0,2160.0,3792.0,20.57,0.0
148,M85001,SHAH ZAMAN SURGERY,GP,2019,50.9512124239792,160.0,0.9772206303724928,10% most deprived,2021-09-30,SHAH ZAMAN SURGERY,M85001,Y60,81.0,404.0,988.0,4740.0,85.23,17.09
149,P87625,DEARDEN AVENUE MEDICAL PRACTICE,GP,2019,50.8809332488382,161.0,0.9770773638968482,10% most deprived,2021-09-30,DEARDEN AVENUE MEDICAL PRACTICE,P87625,Y62,11.0,243.0,2873.0,2463.0,98.66,4.47
150,P84004,FIVE OAKS FAMILIY PRACTICE,GP,2019,50.7741621004566,163.0,0.9767908309455587,10% most deprived,2021-09-30,FIVE OAKS FAMILIY PRACTICE,P84004,Y62,0.0,240.0,9253.0,8943.0,26.84,0.0
151,B81032,WILBERFORCE SURGERY,GP,2019,50.7025720835456,164.0,0.9766475644699141,10% most deprived,2021-09-30,WILBERFORCE SURGERY,B81032,Y63,67.0,268.0,1410.0,4357.0,61.51,15.38
152,B83660,BILTON MEDICAL CENTRE,GP,2019,50.6993266574586,165.0,0.9765042979942693,10% most deprived,2021-09-30,BILTON MEDICAL CENTRE,B83660,Y63,47.0,396.0,1408.0,6024.0,65.74,7.8
153,Y01068,AMAANAH MEDICAL PRACTICE,GP,2019,50.697237377199,166.0,0.9763610315186246,10% most deprived,2021-09-30,AMAANAH MEDICAL PRACTICE,Y01068,Y60,0.0,11.0,1894.0,4602.0,2.39,0.0
154,C88048,BURNGREAVE SURGERY,GP,2019,50.6717569181474,167.0,0.97621776504298,10% most deprived,2021-09-30,BURNGREAVE SURGERY,C88048,Y63,178.0,146.0,987.0,6944.0,21.03,25.63
155,M85170,GATE MEDICAL CENTRE,GP,2019,50.6596081483177,168.0,0.9760744985673352,10% most deprived,2021-09-30,GATE MEDICAL CENTRE,M85170,Y60,122.0,452.0,1245.0,4563.0,99.06,26.74
156,P86017,INSPIRE MEDICAL CENTRE,GP,2019,50.645488355681,169.0,0.9759312320916905,10% most deprived,2021-09-30,INSPIRE MEDICAL CENTRE,P86017,Y62,47.0,59.0,3880.0,4361.0,13.53,10.78
157,M86020,WOOD END HEALTH CENTRE,GP,2019,50.5850923285811,170.0,0.9757879656160459,10% most deprived,2021-09-30,WOOD END HEALTH CENTRE,M86020,Y60,0.0,315.0,6624.0,8479.0,37.15,0.0
158,Y02325,CHARLESTOWN MD,GP,2019,50.5819735876742,171.0,0.9756446991404012,10% most deprived,2021-09-30,CHARLESTOWN MD,Y02325,Y62,0.0,111.0,5778.0,4884.0,22.73,0.0
159,P87630,CHERRY MEDICAL PRACTICE,GP,2019,50.5626041742951,172.0,0.9755014326647564,10% most deprived,2021-09-30,CHERRY MEDICAL PRACTICE,P87630,Y62,13.0,269.0,4433.0,2832.0,94.99,4.59
160,M85670,GREENFIELD MEDICAL CENTRE,GP,2019,50.5171194796303,173.0,0.9753581661891118,10% most deprived,2021-09-30,GREENFIELD MEDICAL CENTRE,M85670,Y60,54.0,1.0,93.0,3011.0,0.33,17.93
161,B83058,THE AVICENNA MEDICAL PRACTICE,GP,2019,50.4938185472692,174.0,0.9752148997134671,10% most deprived,2021-09-30,THE AVICENNA MEDICAL PRACTICE,B83058,Y63,5.0,683.0,1518.0,7513.0,90.91,0.67
162,M85139,ALPHA MEDICAL PRACTICE,GP,2019,50.4895756638778,175.0,0.9750716332378223,10% most deprived,2021-09-30,ALPHA MEDICAL PRACTICE,M85139,Y60,0.0,102.0,421.0,5466.0,18.66,0.0
163,M91036,HARDEN HEALTH CENTRE,GP,2019,50.4450747849107,176.0,0.9749283667621776,10% most deprived,2021-09-30,HARDEN HEALTH CENTRE,M91036,Y60,0.0,127.0,3269.0,3054.0,41.58,0.0
164,B86643,THE ROUNDHAY ROAD SURGERY,GP,2019,50.4388383371824,177.0,0.974785100286533,10% most deprived,2021-09-30,THE ROUNDHAY ROAD SURGERY,B86643,Y63,10.0,7.0,99.0,3522.0,1.99,2.84
165,P85608,PERKINS PRACTICE,GP,2019,50.4239881516588,178.0,0.9746418338108882,10% most deprived,2021-09-30,PERKINS PRACTICE,P85608,Y62,0.0,257.0,6573.0,2828.0,90.88,0.0
166,C88051,PAGE HALL MEDICAL CENTRE,GP,2019,50.4189295323511,179.0,0.9744985673352435,10% most deprived,2021-09-30,PAGE HALL MEDICAL CENTRE,C88051,Y63,37.0,273.0,924.0,8012.0,34.07,4.62
167,N85640,LEASOWE MEDICAL PRACTICE,GP,2019,50.4184058577406,180.0,0.9743553008595989,10% most deprived,2021-09-30,LEASOWE MEDICAL PRACTICE,N85640,Y62,0.0,200.0,4119.0,2877.0,69.52,0.0
168,P84028,GORTON MEDICAL CENTRE,GP,2019,50.3877717583323,181.0,0.9742120343839542,10% most deprived,2021-09-30,GORTON MEDICAL CENTRE,P84028,Y62,3.0,256.0,17179.0,8889.0,28.8,0.34
169,M85051,FIRSTCARE PRACTICE,GP,2019,50.3499904607922,182.0,0.9740687679083094,10% most deprived,2021-09-30,FIRSTCARE PRACTICE,M85051,Y60,106.0,166.0,5770.0,6363.0,26.09,16.66
170,D82067,THE PARK SURGERY,GP,2019,50.3124576650216,183.0,0.9739255014326648,10% most deprived,2021-09-30,THE PARK SURGERY,D82067,Y61,525.0,2045.0,13477.0,13872.0,147.42,37.85
171,Y02753,HILL TOP SURGERY,GP,2019,50.3020225863596,184.0,0.9737822349570201,10% most deprived,2021-09-30,HILL TOP SURGERY,Y02753,Y62,0.0,165.0,6074.0,4718.0,34.97,0.0
172,M85739,PAK HEALTH CENTRE- R.BHATTI,GP,2019,50.2849159318048,185.0,0.9736389684813753,10% most deprived,2021-09-30,PAK HEALTH CENTRE,M85739,Y60,0.0,24.0,2050.0,5237.0,4.58,0.0
173,P84020,PEEL HALL MEDICAL CENTRE,GP,2019,50.2803311610731,186.0,0.9734957020057307,10% most deprived,2021-09-30,PEEL HALL MEDICAL CENTRE,P84020,Y62,0.0,660.0,17544.0,9249.0,71.36,0.0
174,P84043,CORNISHWAY GROUP PRACTICE,GP,2019,50.2611778251599,187.0,0.973352435530086,10% most deprived,2021-09-30,CORNISHWAY GROUP PRACTICE,P84043,Y62,0.0,458.0,10924.0,9296.0,49.27,0.0
175,B86061,HAREHILLS CORNER SURGERY,GP,2019,50.2580923627685,188.0,0.9732091690544412,10% most deprived,2021-09-30,HAREHILLS CORNER SURGERY,B86061,Y63,36.0,54.0,233.0,4382.0,12.32,8.22
176,N84019,NORTH PARK SURGERY,GP,2019,50.1998949823094,189.0,0.9730659025787965,10% most deprived,2021-09-30,NORTH PARK HEALTH CENTRE,N84019,Y62,0.0,623.0,10483.0,6463.0,96.39,0.0
177,M85676,VICTORIA ROAD MEDICAL CTR,GP,2019,50.194894214876,190.0,0.9729226361031519,10% most deprived,2021-09-30,VICTORIA ROAD MEDICAL CTR,M85676,Y60,84.0,86.0,5351.0,5286.0,16.27,15.89
178,P81780,RIVERSIDE FAMILY PRACTICE,GP,2019,50.19160804769,191.0,0.9727793696275072,10% most deprived,2021-09-30,RIVERSIDE FAMILY PRACTICE,P81780,Y62,0.0,120.0,2089.0,5149.0,23.31,0.0
179,B86108,CHAPELTOWN FAMILY SURGERY,GP,2019,50.1860059194195,192.0,0.9726361031518624,10% most deprived,2021-09-30,CHAPELTOWN FAMILY SURGERY,B86108,Y63,0.0,32.0,232.0,5527.0,5.79,0.0
180,N82003,DOVECOT HEALTH CENTRE,GP,2019,50.1754808156694,193.0,0.9724928366762178,10% most deprived,2021-09-30,DOVECOT HEALTH CENTRE,N82003,Y62,0.0,548.0,11168.0,3962.0,138.31,0.0
181,M85713,HIGHGATE MEDICAL CENTRE,GP,2019,50.1617581541435,194.0,0.9723495702005731,10% most deprived,2021-09-30,HIGHGATE MEDICAL CENTRE,M85713,Y60,19.0,0.0,1998.0,4377.0,0.0,4.34
182,P81182,RICHMOND MEDICAL CENTRE,GP,2019,50.1535413596785,195.0,0.9722063037249283,10% most deprived,2021-09-30,RICHMOND MEDICAL CENTRE,P81182,Y62,0.0,691.0,5766.0,6361.0,108.63,0.0
183,Y02721,KIRKHOLT MEDICAL PRACTICE,GP,2019,50.1131995305164,197.0,0.971919770773639,10% most deprived,2021-09-30,KIRKHOLT MEDICAL PRACTICE,Y02721,Y62,0.0,129.0,8760.0,3158.0,40.85,0.0
184,B81027,ST ANDREWS PRACTICE,GP,2019,50.1110321022117,198.0,0.9717765042979942,10% most deprived,2021-09-30,ST ANDREWS SURGERY,B81027,Y63,14.0,1380.0,2839.0,8299.0,166.29,1.69
185,M85008,THE POOLWAY MEDICAL CENTRE,GP,2019,50.0524762569832,199.0,0.9716332378223496,10% most deprived,2021-09-30,THE POOLWAY MEDICAL CENTRE,M85008,Y60,0.0,102.0,970.0,1984.0,51.41,0.0
186,M85781,BORDESLEY GREEN SURGERY,GP,2019,50.0331973570813,200.0,0.9714899713467049,10% most deprived,2021-09-30,BORDESLEY GREEN SURGERY,M85781,Y60,0.0,167.0,1730.0,3724.0,44.84,0.0
187,Y02319,BOLTON GENERAL PRACTICE,GP,2019,50.0122169794459,201.0,0.9713467048710601,10% most deprived,2021-09-30,BOLTON GENERAL PRACTICE,Y02319,Y62,0.0,68.0,4246.0,5933.0,11.46,0.0
188,B83015,TONG MEDICAL PRACTICE,GP,2019,49.8824173922877,202.0,0.9712034383954155,10% most deprived,2021-09-30,TONG MEDICAL PRACTICE,B83015,Y63,32.0,2184.0,5450.0,8842.0,247.0,3.62
189,B83653,DR GILKAR,GP,2019,49.8763699856338,203.0,0.9710601719197708,10% most deprived,2021-09-30,DR GILKAR,B83653,Y63,0.0,625.0,677.0,9166.0,68.19,0.0
190,B83005,THORNBURY MEDICAL PRACTICE,GP,2019,49.8568057596239,204.0,0.9709169054441261,10% most deprived,2021-09-30,THORNBURY MEDICAL PRACTICE,B83005,Y63,14.0,437.0,766.0,6778.0,64.47,2.07
191,Y02794,OAKLEAF,GP,2019,49.828493736952,205.0,0.9707736389684813,10% most deprived,2021-09-30,OAKLEAF,Y02794,Y60,0.0,69.0,4184.0,11497.0,6.0,0.0
192,M85107,FIRS SURGERY,GP,2019,49.7797277851459,207.0,0.970487106017192,10% most deprived,2021-09-30,FIRS SURGERY,M85107,Y60,0.0,80.0,2760.0,3069.0,26.07,0.0
193,B86043,EAST PARK MEDICAL CENTRE,GP,2019,49.7640781882902,209.0,0.9702005730659026,10% most deprived,2021-09-30,EAST PARK MEDICAL CENTRE,B86043,Y63,4.0,515.0,1550.0,8808.0,58.47,0.45
194,B83032,BRADFORD MOOR PRACTICE,GP,2019,49.688332793959,210.0,0.9700573065902579,10% most deprived,2021-09-30,BRADFORD MOOR PRACTICE,B83032,Y63,7.0,47.0,482.0,3908.0,12.03,1.79
195,N83032,MILLBROOK MEDICAL CENTRE,GP,2019,49.6835502268885,211.0,0.9699140401146131,10% most deprived,2021-09-30,MILLBROOK MEDICAL CENTRE,N83032,Y62,26.0,1353.0,24096.0,11579.0,116.85,2.25
196,M85123,AL-SHAFA MEDICAL CENTRE,GP,2019,49.6580034050833,212.0,0.9697707736389685,10% most deprived,2021-09-30,AL-SHAFA MEDICAL CENTRE,M85123,Y60,0.0,43.0,7951.0,8209.0,5.24,0.0
197,C88091,BARNSLEY ROAD SURGERY,GP,2019,49.6526908602151,213.0,0.9696275071633238,10% most deprived,2021-09-30,BARNSLEY ROAD SURGERY,C88091,Y63,0.0,83.0,4059.0,2420.0,34.3,0.0
198,B83614,PICTON MEDICAL CENTRE,GP,2019,49.6136207313056,214.0,0.9694842406876791,10% most deprived,2021-09-30,PICTON MEDICAL CENTRE,B83614,Y63,300.0,1066.0,3449.0,9209.0,115.76,32.58
199,B83641,ASHWELL MEDICAL CENTRE,GP,2019,49.6069631120925,215.0,0.9693409742120344,10% most deprived,2021-09-30,ASHWELL MEDICAL CENTRE,B83641,Y63,442.0,143.0,1423.0,7912.0,18.07,55.86
200,M85164,NEWPORT MEDICAL PRACTICE,GP,2019,49.5827929160602,216.0,0.9691977077363897,10% most deprived,2021-09-30,NEWPORT MEDICAL GROUP,M85164,Y60,0.0,182.0,5730.0,12582.0,14.47,0.0
201,C88008,FORGE HEALTH GROUP,GP,2019,49.5401394652406,217.0,0.969054441260745,10% most deprived,2021-09-30,FORGE HEALTH GROUP,C88008,Y63,0.0,667.0,15231.0,15139.0,44.06,0.0
202,B83035,HORTON PARK MEDICAL PRACTICE,GP,2019,49.4932835704541,218.0,0.9689111747851002,10% most deprived,2021-09-30,HORTON PARK MEDICAL PRACTICE,B83035,Y63,3.0,959.0,1763.0,10266.0,93.42,0.29
203,M85803,PEARL MEDICAL CENTRE,GP,2019,49.4805742960691,219.0,0.9687679083094556,10% most deprived,2021-09-30,PEARL MEDICAL CENTRE,M85803,Y60,0.0,200.0,7337.0,10629.0,18.82,0.0
204,N84038,CONCEPT HOUSE SURGERY,GP,2019,49.4753366230038,220.0,0.9686246418338109,10% most deprived,2021-09-30,CONCEPT HOUSE SURGERY,N84038,Y62,0.0,853.0,14544.0,5908.0,144.38,0.0
205,Y03597,HAMD MEDICAL PRACTICE,GP,2019,49.4527158150852,221.0,0.9684813753581661,10% most deprived,2021-09-30,HAMD MEDICAL PRACTICE,Y03597,Y60,152.0,88.0,5494.0,6490.0,13.56,23.42
206,Y02586,ASHTON GPSERVICE,GP,2019,49.4390025667351,222.0,0.9683381088825215,10% most deprived,2021-09-30,ASHTON GP SERVICE,Y02586,Y62,0.0,177.0,5364.0,3831.0,46.2,0.0
207,M85794,"THE BALAJI SURGERY, THE SPARKBROOK CHC",GP,2019,49.3828779458319,223.0,0.9681948424068768,10% most deprived,2021-09-30,"THE BALAJI SURGERY, THE SPARKBROOK CHC",M85794,Y60,0.0,8.0,1820.0,2928.0,2.73,0.0
208,M85153,WEATHER OAK MEDICAL CENTRE,GP,2019,49.3827864368677,224.0,0.9680515759312321,10% most deprived,2021-09-30,WEATHER OAK MEDICAL CENTRE,M85153,Y60,23.0,54.0,2018.0,3014.0,17.92,7.63
209,P86014,CROFT SHIFA HEALTH CENTRE,GP,2019,49.3570491061063,225.0,0.9679083094555874,10% most deprived,2021-09-30,CROFT SHIFA HEALTH CENTRE,P86014,Y62,197.0,313.0,8650.0,8766.0,35.71,22.47
210,Y02885,INTRAHEALTH MARSH GREEN,GP,2019,49.3160459921156,226.0,0.9677650429799427,10% most deprived,2021-09-30,MARSH GREEN MEDICAL PRACTICE,Y02885,Y62,0.0,157.0,6404.0,3148.0,49.87,0.0
211,M85110,SALTLEY AND FERNBANK MEDICAL PRACTICE,GP,2019,49.2788553169734,227.0,0.967621776504298,10% most deprived,2021-09-30,SALTLEY AND FERNBANK MEDICAL PRACTICE,M85110,Y60,244.0,278.0,20996.0,11603.0,23.96,21.03
212,Y02494,SHAKESPEARE MEDICAL PRACTICE,GP,2019,49.2667847361694,228.0,0.9674785100286533,10% most deprived,2021-09-30,SHAKESPEARE MEDICAL PRACTICE,Y02494,Y63,0.0,71.0,742.0,6625.0,10.72,0.0
213,M85783,STRENSHAM ROAD SURGERY,GP,2019,49.2488488971346,229.0,0.9673352435530086,10% most deprived,2021-09-30,STRENSHAM ROAD SURGERY,M85783,Y60,217.0,326.0,11401.0,5195.0,62.75,41.77
214,M85149,ALUM ROCK MEDICAL CENTRE,GP,2019,49.2307553867891,230.0,0.9671919770773639,10% most deprived,2021-09-30,ALUM ROCK MEDICAL CENTRE,M85149,Y60,48.0,27.0,212.0,5624.0,4.8,8.53
215,C87010,YORK ROAD SURGERY,GP,2019,49.2079427003293,231.0,0.9670487106017192,10% most deprived,2021-09-30,YORK ROAD SURGERY,C87010,Y63,10.0,423.0,801.0,4459.0,94.86,2.24
216,C88090,MANOR AND PARK GROUP PRACTICE,GP,2019,49.2012643728702,232.0,0.9669054441260745,10% most deprived,2021-09-30,MANOR AND PARK GROUP PRACTICE,C88090,Y63,72.0,779.0,1773.0,8343.0,93.37,8.63
217,N85031,GLADSTONE MED CTR,GP,2019,49.1851814417925,233.0,0.9667621776504298,10% most deprived,2021-09-30,GLADSTONE MED CTR,N85031,Y62,0.0,252.0,6139.0,3933.0,64.07,0.0
218,A81065,THE ESTON SURGERY,GP,2019,49.1623432645786,234.0,0.966618911174785,10% most deprived,2021-09-30,THE ESTON SURGERY,A81065,Y63,8.0,553.0,838.0,3803.0,145.41,2.1
219,C88019,GLEADLESS MEDICAL CENTRE,GP,2019,49.1494042335268,235.0,0.9664756446991404,10% most deprived,2021-09-30,GLEADLESS MEDICAL CENTRE,C88019,Y63,0.0,437.0,13532.0,8724.0,50.09,0.0
220,P86614,DR A HAMID,GP,2019,49.142471092504,236.0,0.9663323782234957,10% most deprived,2021-09-30,DR A HAMID,P86614,Y62,98.0,804.0,14839.0,4985.0,161.28,19.66
221,N84002,AINTREE ROAD MEDICAL CENTRE,GP,2019,49.1278118238022,237.0,0.966189111747851,10% most deprived,2021-09-30,AINTREE ROAD MEDICAL CENTRE,N84002,Y62,0.0,364.0,7724.0,2491.0,146.13,0.0
222,A86017,CRUDDAS PARK SURGERY,GP,2019,49.0654229536848,238.0,0.9660458452722063,10% most deprived,2021-09-30,CRUDDAS PARK SURGERY,A86017,Y63,0.0,270.0,11035.0,10488.0,25.74,0.0
223,B81058,SYDENHAM GROUP PRACTICE,GP,2019,49.0441541214362,239.0,0.9659025787965616,10% most deprived,2021-09-30,SYDENHAM GROUP PRACTICE,B81058,Y63,9.0,750.0,1958.0,8445.0,88.81,1.07
224,P85003,THE CHOWDHURY PRACTICE,GP,2019,48.9210824543159,240.0,0.9657593123209169,10% most deprived,2021-09-30,THE CHOWDHURY PRACTICE,P85003,Y62,0.0,157.0,4315.0,6654.0,23.59,0.0
225,P87654,3/LOWER BROUGHTON MEDICAL PRACTICE,GP,2019,48.9045088937093,241.0,0.9656160458452722,10% most deprived,2021-09-30,3/LOWER BROUGHTON MEDICAL PRACTICE,P87654,Y62,0.0,435.0,6896.0,10929.0,39.8,0.0
226,M85679,CHARLES ROAD SURGERY,GP,2019,48.8842496342356,242.0,0.9654727793696275,10% most deprived,2021-09-30,CHARLES ROAD SURGERY,M85679,Y60,13.0,56.0,2327.0,5624.0,9.96,2.31
227,M85779,AYLESBURY SURGERY,GP,2019,48.8799133473096,243.0,0.9653295128939828,10% most deprived,2021-09-30,AYLESBURY SURGERY,M85779,Y60,0.0,35.0,165.0,2858.0,12.25,0.0
228,N83610,COLBY MEDICAL CENTRE,GP,2019,48.8680901287554,244.0,0.9651862464183381,10% most deprived,2021-09-30,COLBY MEDICAL CENTRE,N83610,Y62,0.0,209.0,4152.0,2356.0,88.71,0.0
229,A81038,HIRSEL MEDICAL CENTRE,GP,2019,48.8496833423472,245.0,0.9650429799426934,10% most deprived,2021-09-30,HIRSEL MEDICAL CENTRE,A81038,Y63,7.0,141.0,782.0,3779.0,37.31,1.85
230,M85146,THE KHATTAK MEMORIAL SURGERY,GP,2019,48.841920240481,246.0,0.9648997134670487,10% most deprived,2021-09-30,THE KHATTAK MEMORIAL SURGERY,M85146,Y60,0.0,63.0,2550.0,5220.0,12.07,0.0
231,P86609,THE DALE MEDICAL PRACTICE,GP,2019,48.8105572849114,247.0,0.9647564469914041,10% most deprived,2021-09-30,THE DALE MEDICAL PRACTICE,P86609,Y62,0.0,0.0,1196.0,2310.0,0.0,0.0
232,C82053,HOCKLEY FARM MED PRACT (A NANA),GP,2019,48.800901506799,248.0,0.9646131805157593,10% most deprived,2021-09-30,HOCKLEY FARM MED PRACT (A NANA),C82053,Y60,1.0,677.0,3294.0,10907.0,62.07,0.09
233,P86606,FAMILY PRACTICE,GP,2019,48.7900983499783,249.0,0.9644699140401146,10% most deprived,2021-09-30,FAMILY PRACTICE,P86606,Y62,0.0,291.0,7375.0,4922.0,59.12,0.0
234,B83617,DR U AKBAR,GP,2019,48.7549454314721,250.0,0.96432664756447,10% most deprived,2021-09-30,DR U AKBAR,B83617,Y63,0.0,580.0,685.0,2591.0,223.85,0.0
235,A81029,PROSPECT SURGERY,GP,2019,48.7180673703819,251.0,0.9641833810888252,10% most deprived,2021-09-30,PROSPECT SURGERY,A81029,Y63,15.0,377.0,984.0,6955.0,54.21,2.16
236,P84032,DRS HANIF & BANNURU,GP,2019,48.7169741365715,252.0,0.9640401146131805,10% most deprived,2021-09-30,DRS HANIF & BANNURU,P84032,Y62,52.0,106.0,7063.0,6133.0,17.28,8.48
237,M91611,BEECHDALE CENTRE,GP,2019,48.6595682562796,253.0,0.9638968481375358,10% most deprived,2021-09-30,BEECHDALE CENTRE,M91611,Y60,0.0,75.0,2796.0,2708.0,27.7,0.0
